gi|478482906|ref|YP_007713556.1|CAS-V|cpf1|cpf1,KK211384.1,KLE02041.1,KXB38146.1,AUKC01000013.1,AUKD01000009.1,KKR91555.1,KKQ38174.1,KIX20262.1,EDZ90881.1,LFLB01000034.1,EHR33500.1,EOS46485.1,JHWS01000001.1,KE384587.1,KE384190.1,KK211334.1,KE384028.1,KE384121.1,KFO67989.1,AKC95493.1,KL370853.1,GL995220.1,KEJ92204.1,KUJ74576.1,BBPY01000028.1,BBPZ01000036.1,KKQ36153.1,WP_003040289.1,WP_004356401.1,WP_012739647.1,WP_013282991.1,WP_018359861.1,WP_020988726.1,WP_021736722.1,KDN25524.1,WP_024988992.1,AIZ56868.1,WP_035635841.1,WP_036890108.1,WP_044910712.1,WP_044919442.1,KKP36646.1,KKT48220.1
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,       0.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,       0.0,     832.0,     832.0,     832.0,     832.0,     832.0,     833.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,     832.0,       0.0,     832.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,       0.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,       0.0,     150.0,     150.0,     150.0,     150.0,     152.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,     150.0,       0.0,     150.0
     233.0,     225.0,     464.0,     226.0,     254.0,     231.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,       0.0,     231.0,     230.0,     232.0,     230.0,     230.0,     233.0,     237.0,     230.0,     231.0,     230.0,     232.0,     231.0,       0.0,     231.0,     230.0,     230.0,     232.0,     230.0,     230.0,     233.0,     231.0,     230.0,     230.0,     230.0,     230.0,     230.0,     231.0,     230.0,     233.0,       0.0,     230.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     231.0,       0.0,     254.0,     255.0,     254.0,     254.0,     255.0,     254.0,     254.0,     255.0,     254.0,     254.0,     254.0,       0.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     254.0,     255.0,       0.0,     254.0
     233.0,     225.0,     462.0,     219.0,     255.0,     229.0,      57.0,     175.0,     191.0,     154.0,     832.0,     150.0,     230.0,     254.0,       0.0,     197.0,     196.0,     197.0,     197.0,     196.0,     196.0,     196.0,     196.0,     196.0,     198.0,       0.0,     197.0,     196.0,     197.0,     196.0,     196.0,     196.0,     196.0,     196.0,     196.0,     985.0,     196.0,     196.0,     196.0,     196.0,     196.0,     196.0,       0.0,     196.0
     233.0,     225.0,     462.0,     219.0,     291.0,     258.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     232.0,     255.0,     197.0,       0.0,     238.0,     238.0,     280.0,     251.0,     238.0,     239.0,     238.0,     239.0,     240.0,       0.0,     239.0,     238.0,     238.0,     238.0,     238.0,     238.0,     239.0,     238.0,     238.0,     238.0,     238.0,     238.0,     239.0,     238.0,     238.0,     270.0,       0.0,     238.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     190.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,       0.0,     198.0,     196.0,     196.0,     196.0,     196.0,     196.0,     197.0,     196.0,       0.0,     196.0,     196.0,     196.0,     200.0,     196.0,     196.0,     196.0,     196.0,     196.0,     196.0,     200.0,     197.0,     196.0,     207.0,     196.0,     196.0,       0.0,     196.0
     233.0,     225.0,     462.0,     218.0,     255.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     197.0,     238.0,     198.0,       0.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,       0.0,     302.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,     301.0,       0.0,     301.0
     233.0,     225.0,     462.0,     219.0,     301.0,     265.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     233.0,     255.0,     197.0,     280.0,     196.0,     301.0,       0.0,     265.0,     247.0,     247.0,     247.0,     253.0,     248.0,       0.0,     252.0,     247.0,     247.0,     247.0,     247.0,     247.0,     248.0,     247.0,     247.0,     247.0,     247.0,     247.0,     252.0,     247.0,     247.0,     292.0,       0.0,     247.0
     233.0,     226.0,     464.0,     223.0,     265.0,     247.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     237.0,     254.0,     196.0,     251.0,     196.0,     301.0,     265.0,       0.0,     210.0,     210.0,     210.0,     216.0,     210.0,       0.0,     215.0,     210.0,     212.0,     210.0,     210.0,     210.0,     210.0,     210.0,     210.0,     210.0,     211.0,     210.0,     214.0,     210.0,     210.0,     228.0,       0.0,     210.0
     233.0,     225.0,     463.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,       0.0,     487.0,     487.0,     487.0,     487.0,       0.0,     487.0,     487.0,     487.0,     487.0,     487.0,     487.0,     487.0,     488.0,     487.0,     488.0,     487.0,     487.0,     487.0,     487.0,     487.0,     487.0,       0.0,     487.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     231.0,     255.0,     196.0,     239.0,     196.0,     301.0,     247.0,     210.0,     487.0,       0.0,     126.0,     126.0,     126.0,       0.0,     126.0,     126.0,     126.0,     126.0,     126.0,     126.0,     126.0,     126.0,     126.0,     126.0,     126.0,     127.0,     126.0,     126.0,     126.0,     127.0,       0.0,     126.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,       0.0,     600.0,     600.0,       0.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,     600.0,       0.0,     600.0
     233.0,     225.0,     462.0,     218.0,     254.0,     235.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     232.0,     254.0,     196.0,     239.0,     197.0,     301.0,     253.0,     216.0,     487.0,     126.0,     600.0,       0.0,     204.0,       0.0,     213.0,     201.0,     201.0,     201.0,     201.0,     201.0,     201.0,     201.0,     201.0,     201.0,     201.0,     201.0,     205.0,     201.0,     201.0,     207.0,       0.0,     201.0
     233.0,     225.0,     462.0,     220.0,     254.0,     229.0,      57.0,     175.0,     188.0,     158.0,     832.0,     150.0,     231.0,     254.0,     198.0,     240.0,     196.0,     301.0,     248.0,     210.0,     487.0,     126.0,     600.0,     204.0,       0.0,       0.0,     166.0,     162.0,     167.0,     162.0,     163.0,     162.0,     164.0,     163.0,     162.0,     164.0,     162.0,     162.0,     162.0,     162.0,     162.0,     162.0,       0.0,     162.0
       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,       0.0
     233.0,     225.0,     462.0,     218.0,     255.0,     234.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     231.0,     254.0,     197.0,     239.0,     196.0,     302.0,     252.0,     215.0,     487.0,     126.0,     600.0,     213.0,     166.0,       0.0,       0.0,     238.0,     238.0,     238.0,     238.0,     238.0,     238.0,     239.0,     239.0,     238.0,     238.0,     238.0,     242.0,     238.0,     238.0,     243.0,       0.0,     238.0
     234.0,     225.0,     462.0,     218.0,     254.0,     229.0,      58.0,     175.0,     187.0,     154.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,       0.0,     247.0,     246.0,     246.0,     246.0,     246.0,     246.0,     247.0,     246.0,     246.0,     246.0,     246.0,     246.0,     247.0,     246.0,       0.0,     246.0
     234.0,     225.0,     462.0,     218.0,     254.0,     229.0,      58.0,     177.0,     188.0,    1100.0,     832.0,     150.0,     230.0,     254.0,     197.0,     238.0,     196.0,     301.0,     247.0,     212.0,     487.0,     126.0,     600.0,     201.0,     167.0,       0.0,     238.0,     247.0,       0.0,     160.0,     160.0,     160.0,     160.0,     160.0,     161.0,     161.0,     161.0,     160.0,     160.0,     160.0,     161.0,     160.0,       0.0,     160.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     188.0,     153.0,     832.0,     150.0,     232.0,     254.0,     196.0,     238.0,     200.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,     246.0,     160.0,       0.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,     137.0,       0.0,     137.0
     233.0,     225.0,     462.0,     219.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     152.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     163.0,       0.0,     238.0,     246.0,     160.0,     137.0,       0.0,     178.0,     179.0,     178.0,     178.0,     178.0,     178.0,     178.0,     178.0,     178.0,     178.0,     178.0,       0.0,     178.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     833.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,     246.0,     160.0,     137.0,     178.0,       0.0,     219.0,     219.0,     219.0,     219.0,     219.0,     219.0,     219.0,     219.0,     219.0,     219.0,       0.0,     219.0
     233.0,     225.0,     462.0,     222.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     233.0,     254.0,     196.0,     239.0,     196.0,     301.0,     248.0,     210.0,     487.0,     126.0,     600.0,     201.0,     164.0,       0.0,     238.0,     246.0,     160.0,     137.0,     179.0,     219.0,       0.0,     214.0,     214.0,     214.0,     214.0,     214.0,     214.0,     214.0,     214.0,     214.0,       0.0,     214.0
     233.0,     225.0,     463.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     231.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     488.0,     126.0,     600.0,     201.0,     163.0,       0.0,     239.0,     246.0,     160.0,     137.0,     178.0,     219.0,     214.0,       0.0,     197.0,     199.0,     197.0,     197.0,     197.0,     197.0,     197.0,     197.0,       0.0,     197.0
     234.0,     225.0,     462.0,     218.0,     254.0,     229.0,      58.0,     175.0,     187.0,     154.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     239.0,     247.0,     161.0,     137.0,     178.0,     219.0,     214.0,     197.0,       0.0,     153.0,     153.0,     153.0,     153.0,     153.0,     154.0,     153.0,       0.0,     153.0
     233.0,     225.0,     463.0,     218.0,     254.0,     229.0,      57.0,     175.0,     191.0,     154.0,     832.0,     150.0,     230.0,     254.0,     985.0,     238.0,     196.0,     301.0,     247.0,     210.0,     488.0,     126.0,     600.0,     201.0,     164.0,       0.0,     238.0,     246.0,     161.0,     137.0,     178.0,     219.0,     214.0,     199.0,     153.0,       0.0,      87.0,      87.0,      87.0,      87.0,      87.0,      87.0,       0.0,      87.0
     233.0,     225.0,     462.0,     219.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     200.0,     301.0,     247.0,     211.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,     246.0,     161.0,     137.0,     178.0,     219.0,     214.0,     197.0,     153.0,      87.0,       0.0,     208.0,     207.0,     209.0,     207.0,     207.0,       0.0,     207.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     197.0,     301.0,     247.0,     210.0,     487.0,     127.0,     600.0,     201.0,     162.0,       0.0,     238.0,     246.0,     160.0,     137.0,     178.0,     219.0,     214.0,     197.0,     153.0,      87.0,     208.0,       0.0,     222.0,     223.0,     222.0,     222.0,       0.0,     222.0
     233.0,     225.0,     462.0,     218.0,     254.0,     233.0,      57.0,     176.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     239.0,     196.0,     301.0,     252.0,     214.0,     487.0,     126.0,     600.0,     205.0,     162.0,       0.0,     242.0,     246.0,     160.0,     137.0,     178.0,     219.0,     214.0,     197.0,     153.0,      87.0,     207.0,     222.0,       0.0,     232.0,     232.0,     236.0,       0.0,     233.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     175.0,     188.0,     153.0,     832.0,     150.0,     231.0,     254.0,     196.0,     238.0,     207.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,     246.0,     160.0,     137.0,     178.0,     219.0,     214.0,     197.0,     153.0,      87.0,     209.0,     223.0,     232.0,       0.0,     200.0,     200.0,       0.0,     200.0
     234.0,     225.0,     462.0,     218.0,     254.0,     229.0,      58.0,     175.0,     187.0,     154.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,     247.0,     161.0,     137.0,     178.0,     219.0,     214.0,     197.0,     154.0,      87.0,     207.0,     222.0,     232.0,     200.0,       0.0,     227.0,       0.0,     227.0
     233.0,     225.0,     462.0,     218.0,     364.0,     271.0,      57.0,     175.0,     187.0,     153.0,     832.0,     150.0,     233.0,     255.0,     196.0,     270.0,     196.0,     301.0,     292.0,     228.0,     487.0,     127.0,     600.0,     207.0,     162.0,       0.0,     243.0,     246.0,     160.0,     137.0,     178.0,     219.0,     214.0,     197.0,     153.0,      87.0,     207.0,     222.0,     236.0,     200.0,     227.0,       0.0,       0.0,     254.0
       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0
     233.0,     225.0,     462.0,     218.0,     254.0,     229.0,      57.0,     176.0,     187.0,     153.0,     832.0,     150.0,     230.0,     254.0,     196.0,     238.0,     196.0,     301.0,     247.0,     210.0,     487.0,     126.0,     600.0,     201.0,     162.0,       0.0,     238.0,     246.0,     160.0,     137.0,     178.0,     219.0,     214.0,     197.0,     153.0,      87.0,     207.0,     222.0,     233.0,     200.0,     227.0,     254.0,       0.0,       0.0
