gi|478482906|ref|YP_007713556.1|CAS-V|cpf1|cpf1,KK211384.1,KLE02041.1,KXB38146.1,AUKC01000013.1,AUKD01000009.1,KKR91555.1,KKQ38174.1,KIX20262.1,EDZ90881.1,LFLB01000034.1,EHR33500.1,EOS46485.1,JHWS01000001.1,KE384587.1,KE384190.1,KK211334.1,KE384028.1,KE384121.1,KFO67989.1,AKC95493.1,KL370853.1,GL995220.1,KEJ92204.1,KUJ74576.1,BBPY01000028.1,BBPZ01000036.1,KKQ36153.1,WP_003040289.1,WP_004356401.1,WP_012739647.1,WP_013282991.1,WP_018359861.1,WP_020988726.1,WP_021736722.1,KDN25524.1,WP_024988992.1,AIZ56868.1,WP_035635841.1,WP_036890108.1,WP_044910712.1,WP_044919442.1,KKP36646.1,KKT48220.1
     243.0,     232.0,     469.0,     226.0,     262.0,     237.0,      64.0,     182.0,     195.0,     160.0,       0.0,     839.0,     842.0,     839.0,     839.0,     839.0,     842.0,     839.0,     840.0,     839.0,     839.0,     839.0,     839.0,     841.0,     841.0,       1.0,     840.0,     839.0,     839.0,     839.0,     839.0,     840.0,     839.0,     841.0,     839.0,     839.0,     844.0,     840.0,     839.0,     843.0,     839.0,     840.0,       4.0,     843.0
     240.0,     237.0,     470.0,     227.0,     263.0,     240.0,      64.0,     184.0,     197.0,     161.0,     839.0,       0.0,     160.0,     158.0,     163.0,     159.0,     160.0,     160.0,     166.0,     164.0,     158.0,     159.0,     157.0,     158.0,     165.0,       1.0,     162.0,     157.0,     159.0,     158.0,     166.0,     157.0,     159.0,     160.0,     157.0,     163.0,     162.0,     159.0,     157.0,     161.0,     157.0,     158.0,       4.0,     157.0
     244.0,     233.0,     496.0,     244.0,     276.0,     246.0,      67.0,     183.0,     209.0,     165.0,     842.0,     160.0,       0.0,     256.0,     247.0,     261.0,     253.0,     243.0,     258.0,     271.0,     242.0,     243.0,     243.0,     254.0,     246.0,       7.0,     249.0,     237.0,     242.0,     249.0,     241.0,     237.0,     249.0,     258.0,     247.0,     247.0,     249.0,     243.0,     254.0,     259.0,     237.0,     258.0,       3.0,     246.0
     241.0,     232.0,     478.0,     234.0,     295.0,     250.0,      67.0,     183.0,     197.0,     161.0,     839.0,     158.0,     256.0,       0.0,     268.0,     288.0,     271.0,     266.0,     276.0,     270.0,     266.0,     265.0,     262.0,     264.0,     267.0,       5.0,     268.0,     261.0,     266.0,     271.0,     264.0,     261.0,     269.0,     275.0,     266.0,     268.0,     272.0,     271.0,     268.0,     277.0,     261.0,     292.0,       0.0,     265.0
     240.0,     241.0,     476.0,     242.0,     274.0,     241.0,      64.0,     182.0,     221.0,     168.0,     839.0,     163.0,     247.0,     268.0,       0.0,     220.0,     219.0,     206.0,     220.0,     220.0,     207.0,     207.0,     203.0,     212.0,     226.0,       0.0,     224.0,     203.0,     214.0,     211.0,     205.0,     203.0,     210.0,     213.0,     210.0,    1130.0,     212.0,     209.0,     210.0,     207.0,     203.0,     213.0,       0.0,     204.0
     243.0,     235.0,     481.0,     238.0,     378.0,     311.0,      67.0,     183.0,     201.0,     166.0,     839.0,     159.0,     261.0,     288.0,     220.0,       0.0,     252.0,     252.0,     348.0,     277.0,     251.0,     251.0,     249.0,     259.0,     265.0,       5.0,     262.0,     245.0,     254.0,     255.0,     248.0,     245.0,     256.0,     259.0,     248.0,     254.0,     257.0,     252.0,     267.0,     256.0,     245.0,     345.0,       0.0,     250.0
     240.0,     236.0,     471.0,     233.0,     268.0,     242.0,      67.0,     183.0,     210.0,     161.0,     842.0,     160.0,     253.0,     271.0,     219.0,     252.0,       0.0,     220.0,     204.0,     215.0,     203.0,     203.0,     204.0,     211.0,     210.0,       5.0,     206.0,     203.0,     204.0,     224.0,     203.0,     203.0,     206.0,     204.0,     205.0,     214.0,     244.0,     206.0,     208.0,     228.0,     203.0,     210.0,       2.0,     215.0
     240.0,     236.0,     470.0,     225.0,     269.0,     238.0,      67.0,     184.0,     196.0,     160.0,     839.0,     160.0,     243.0,     266.0,     206.0,     252.0,     220.0,       0.0,     310.0,     314.0,     308.0,     308.0,     308.0,     310.0,     312.0,       6.0,     313.0,     308.0,     308.0,     319.0,     309.0,     308.0,     308.0,     308.0,     308.0,     310.0,     324.0,     311.0,     313.0,     310.0,     308.0,     315.0,       0.0,     312.0
     243.0,     235.0,     486.0,     239.0,     381.0,     331.0,      64.0,     182.0,     205.0,     167.0,     840.0,     166.0,     258.0,     276.0,     220.0,     348.0,     204.0,     310.0,       0.0,     291.0,     259.0,     263.0,     258.0,     278.0,     273.0,       0.0,     276.0,     254.0,     264.0,     257.0,     257.0,     254.0,     265.0,     270.0,     258.0,     261.0,     262.0,     258.0,     277.0,     264.0,     254.0,     361.0,       3.0,     254.0
     245.0,     251.0,     494.0,     269.0,     287.0,     261.0,      64.0,     182.0,     233.0,     173.0,     839.0,     164.0,     271.0,     270.0,     220.0,     277.0,     215.0,     314.0,     291.0,       0.0,     220.0,     227.0,     218.0,     243.0,     243.0,       0.0,     245.0,     217.0,     240.0,     218.0,     222.0,     217.0,     223.0,     241.0,     233.0,     234.0,     246.0,     218.0,     231.0,     240.0,     217.0,     251.0,       0.0,     217.0
     243.0,     232.0,     473.0,     229.0,     267.0,     239.0,      64.0,     182.0,     196.0,     160.0,     839.0,     158.0,     242.0,     266.0,     207.0,     251.0,     203.0,     308.0,     259.0,     220.0,       0.0,     498.0,     497.0,     496.0,     499.0,       0.0,     496.0,     494.0,     500.0,     495.0,     498.0,     494.0,     498.0,     499.0,     498.0,     499.0,     494.0,     497.0,     496.0,     500.0,     494.0,     500.0,       0.0,     494.0
     248.0,     237.0,     469.0,     230.0,     264.0,     238.0,      64.0,     182.0,     195.0,     160.0,     839.0,     159.0,     243.0,     265.0,     207.0,     251.0,     203.0,     308.0,     263.0,     227.0,     498.0,       0.0,     145.0,     142.0,     140.0,       0.0,     142.0,     133.0,     133.0,     135.0,     137.0,     133.0,     135.0,     144.0,     141.0,     137.0,     133.0,     143.0,     135.0,     134.0,     133.0,     139.0,       0.0,     133.0
     248.0,     232.0,     471.0,     226.0,     263.0,     237.0,      64.0,     182.0,     195.0,     164.0,     839.0,     157.0,     243.0,     262.0,     203.0,     249.0,     204.0,     308.0,     258.0,     218.0,     497.0,     145.0,       0.0,     616.0,     612.0,       0.0,     607.0,     608.0,     611.0,     609.0,     611.0,     607.0,     609.0,     610.0,     611.0,     607.0,     607.0,     615.0,     608.0,     608.0,     607.0,     611.0,       0.0,     607.0
     243.0,     241.0,     477.0,     232.0,     273.0,     250.0,      64.0,     182.0,     208.0,     172.0,     841.0,     158.0,     254.0,     264.0,     212.0,     259.0,     211.0,     310.0,     278.0,     243.0,     496.0,     142.0,     616.0,       0.0,     241.0,       1.0,     240.0,     209.0,     220.0,     214.0,     211.0,     208.0,     212.0,     225.0,     217.0,     216.0,     219.0,     224.0,     224.0,     213.0,     208.0,     223.0,       2.0,     210.0
     241.0,     246.0,     481.0,     241.0,     275.0,     243.0,      64.0,     182.0,     217.0,     176.0,     841.0,     165.0,     246.0,     267.0,     226.0,     265.0,     210.0,     312.0,     273.0,     243.0,     499.0,     140.0,     612.0,     241.0,       0.0,       1.0,     199.0,     170.0,     189.0,     169.0,     173.0,     169.0,     182.0,     186.0,     178.0,     192.0,     176.0,     176.0,     172.0,     175.0,     169.0,     181.0,       0.0,     169.0
       0.0,       0.0,       0.0,       0.0,       7.0,       0.0,       3.0,       2.0,       0.0,       0.0,       1.0,       1.0,       7.0,       5.0,       0.0,       5.0,       5.0,       6.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,       1.0,       0.0,       4.0,       0.0,       0.0,       6.0,       1.0,       0.0,       0.0,       1.0,       0.0,       0.0,       5.0,       2.0,       3.0,       7.0,       0.0,       7.0,      23.0,       5.0
     241.0,     245.0,     481.0,     238.0,     272.0,     250.0,      64.0,     183.0,     202.0,     169.0,     840.0,     162.0,     249.0,     268.0,     224.0,     262.0,     206.0,     313.0,     276.0,     245.0,     496.0,     142.0,     607.0,     240.0,     199.0,       4.0,       0.0,     245.0,     258.0,     245.0,     249.0,     245.0,     249.0,     264.0,     259.0,     258.0,     255.0,     258.0,     263.0,     259.0,     245.0,     262.0,       2.0,     245.0
     241.0,     232.0,     469.0,     225.0,     261.0,     236.0,      65.0,     182.0,     194.0,     161.0,     839.0,     157.0,     237.0,     261.0,     203.0,     245.0,     203.0,     308.0,     254.0,     217.0,     494.0,     133.0,     608.0,     209.0,     170.0,       0.0,     245.0,       0.0,     254.0,     253.0,     253.0,     253.0,     253.0,     254.0,     254.0,     253.0,     253.0,     253.0,     253.0,     253.0,     254.0,     253.0,       0.0,     253.0
     241.0,     232.0,     476.0,     240.0,     270.0,     241.0,      65.0,     191.0,     206.0,    1186.0,     839.0,     159.0,     242.0,     266.0,     214.0,     254.0,     204.0,     308.0,     264.0,     240.0,     500.0,     133.0,     611.0,     220.0,     189.0,       0.0,     258.0,     254.0,       0.0,     167.0,     173.0,     167.0,     179.0,     176.0,     179.0,     178.0,     175.0,     172.0,     168.0,     173.0,     168.0,     174.0,       0.0,     170.0
     242.0,     232.0,     469.0,     234.0,     271.0,     239.0,      67.0,     183.0,     202.0,     160.0,     839.0,     158.0,     249.0,     271.0,     211.0,     255.0,     224.0,     319.0,     257.0,     218.0,     495.0,     135.0,     609.0,     214.0,     169.0,       6.0,     245.0,     253.0,     167.0,       0.0,     145.0,     144.0,     149.0,     148.0,     147.0,     151.0,     155.0,     154.0,     150.0,     151.0,     144.0,     154.0,       0.0,     148.0
     250.0,     232.0,     470.0,     231.0,     267.0,     238.0,      64.0,     182.0,     198.0,     161.0,     839.0,     166.0,     241.0,     264.0,     205.0,     248.0,     203.0,     309.0,     257.0,     222.0,     498.0,     137.0,     611.0,     211.0,     173.0,       1.0,     249.0,     253.0,     173.0,     145.0,       0.0,     185.0,     188.0,     190.0,     194.0,     187.0,     189.0,     190.0,     188.0,     196.0,     185.0,     190.0,       0.0,     185.0
     240.0,     232.0,     469.0,     225.0,     261.0,     236.0,      64.0,     182.0,     194.0,     160.0,     840.0,     157.0,     237.0,     261.0,     203.0,     245.0,     203.0,     308.0,     254.0,     217.0,     494.0,     133.0,     607.0,     208.0,     169.0,       0.0,     245.0,     253.0,     167.0,     144.0,     185.0,       0.0,     226.0,     226.0,     226.0,     226.0,     226.0,     226.0,     226.0,     226.0,     226.0,     226.0,       0.0,     226.0
     242.0,     232.0,     474.0,     240.0,     267.0,     242.0,      64.0,     183.0,     198.0,     167.0,     839.0,     159.0,     249.0,     269.0,     210.0,     256.0,     206.0,     308.0,     265.0,     223.0,     498.0,     135.0,     609.0,     212.0,     182.0,       0.0,     249.0,     253.0,     179.0,     149.0,     188.0,     226.0,       0.0,     230.0,     227.0,     225.0,     222.0,     225.0,     226.0,     231.0,     221.0,     227.0,       0.0,     221.0
     242.0,     238.0,     491.0,     240.0,     271.0,     246.0,      64.0,     182.0,     201.0,     164.0,     841.0,     160.0,     258.0,     275.0,     213.0,     259.0,     204.0,     308.0,     270.0,     241.0,     499.0,     144.0,     610.0,     225.0,     186.0,       1.0,     264.0,     254.0,     176.0,     148.0,     190.0,     226.0,     230.0,       0.0,     216.0,     216.0,     205.0,     209.0,     213.0,     221.0,     204.0,     218.0,       2.0,     208.0
     245.0,     236.0,     474.0,     237.0,     264.0,     239.0,      65.0,     182.0,     198.0,     168.0,     839.0,     157.0,     247.0,     266.0,     210.0,     248.0,     205.0,     308.0,     258.0,     233.0,     498.0,     141.0,     611.0,     217.0,     178.0,       0.0,     259.0,     254.0,     179.0,     147.0,     194.0,     226.0,     227.0,     216.0,       0.0,     167.0,     160.0,     162.0,     162.0,     165.0,     161.0,     164.0,       4.0,     160.0
     240.0,     241.0,     475.0,     244.0,     269.0,     241.0,      64.0,     182.0,     222.0,     168.0,     839.0,     163.0,     247.0,     268.0,    1130.0,     254.0,     214.0,     310.0,     261.0,     234.0,     499.0,     137.0,     607.0,     216.0,     192.0,       0.0,     258.0,     253.0,     178.0,     151.0,     187.0,     226.0,     225.0,     216.0,     167.0,       0.0,     102.0,     100.0,      94.0,     102.0,      94.0,     102.0,       0.0,      95.0
     242.0,     239.0,     480.0,     250.0,     275.0,     249.0,      67.0,     183.0,     205.0,     160.0,     844.0,     162.0,     249.0,     272.0,     212.0,     257.0,     244.0,     324.0,     262.0,     246.0,     494.0,     133.0,     607.0,     219.0,     176.0,       5.0,     255.0,     253.0,     175.0,     155.0,     189.0,     226.0,     222.0,     205.0,     160.0,     102.0,       0.0,     219.0,     223.0,     231.0,     214.0,     233.0,       2.0,     222.0
     244.0,     232.0,     469.0,     229.0,     271.0,     239.0,      64.0,     182.0,     206.0,     165.0,     840.0,     159.0,     243.0,     271.0,     209.0,     252.0,     206.0,     311.0,     258.0,     218.0,     497.0,     143.0,     615.0,     224.0,     176.0,       2.0,     258.0,     253.0,     172.0,     154.0,     190.0,     226.0,     225.0,     209.0,     162.0,     100.0,     219.0,       0.0,     233.0,     240.0,     229.0,     236.0,       0.0,     230.0
     241.0,     237.0,     477.0,     231.0,     274.0,     253.0,      66.0,     183.0,     198.0,     160.0,     839.0,     157.0,     254.0,     268.0,     210.0,     267.0,     208.0,     313.0,     277.0,     231.0,     496.0,     135.0,     608.0,     224.0,     172.0,       3.0,     263.0,     253.0,     168.0,     150.0,     188.0,     226.0,     226.0,     213.0,     162.0,      94.0,     223.0,     233.0,       0.0,     245.0,     239.0,     257.0,       0.0,     244.0
     244.0,     233.0,     485.0,     258.0,     276.0,     242.0,      64.0,     182.0,     210.0,     160.0,     843.0,     161.0,     259.0,     277.0,     207.0,     256.0,     228.0,     310.0,     264.0,     240.0,     500.0,     134.0,     608.0,     213.0,     175.0,       7.0,     259.0,     253.0,     173.0,     151.0,     196.0,     226.0,     231.0,     221.0,     165.0,     102.0,     231.0,     240.0,     245.0,       0.0,     207.0,     220.0,       3.0,     213.0
     241.0,     232.0,     469.0,     225.0,     261.0,     236.0,      65.0,     182.0,     194.0,     161.0,     839.0,     157.0,     237.0,     261.0,     203.0,     245.0,     203.0,     308.0,     254.0,     217.0,     494.0,     133.0,     607.0,     208.0,     169.0,       0.0,     245.0,     254.0,     168.0,     144.0,     185.0,     226.0,     221.0,     204.0,     161.0,      94.0,     214.0,     229.0,     239.0,     207.0,       0.0,     234.0,       0.0,     234.0
     243.0,     237.0,     480.0,     234.0,     533.0,     327.0,      67.0,     183.0,     202.0,     164.0,     840.0,     158.0,     258.0,     292.0,     213.0,     345.0,     210.0,     315.0,     361.0,     251.0,     500.0,     139.0,     611.0,     223.0,     181.0,       7.0,     262.0,     253.0,     174.0,     154.0,     190.0,     226.0,     227.0,     218.0,     164.0,     102.0,     233.0,     236.0,     257.0,     220.0,     234.0,       0.0,       0.0,     266.0
       0.0,       0.0,       3.0,       0.0,       0.0,       3.0,       0.0,       0.0,       0.0,       0.0,       4.0,       4.0,       3.0,       0.0,       0.0,       0.0,       2.0,       0.0,       3.0,       0.0,       0.0,       0.0,       0.0,       2.0,       0.0,      23.0,       2.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.0,       4.0,       0.0,       2.0,       0.0,       0.0,       3.0,       0.0,       0.0,       0.0,       4.0
     240.0,     232.0,     469.0,     225.0,     266.0,     237.0,      67.0,     186.0,     194.0,     164.0,     843.0,     157.0,     246.0,     265.0,     204.0,     250.0,     215.0,     312.0,     254.0,     217.0,     494.0,     133.0,     607.0,     210.0,     169.0,       5.0,     245.0,     253.0,     170.0,     148.0,     185.0,     226.0,     221.0,     208.0,     160.0,      95.0,     222.0,     230.0,     244.0,     213.0,     234.0,     266.0,       4.0,       0.0
